annomi_dialogue_id,stage,dialogue_context,reflection_source,reflection,annotator,coherent_and_context_consistent,dialogue_contradicting,malformed,off_topic,on_topic_but_unverifiable,parroting
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"Mm-hmm. So, it sounds like you've got a lot of things going on in your life that are important to you.",Layperson 7,No,,,,Yes,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Expert 5,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Expert 6,No,Yes,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Expert 7,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Layperson 4,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Layperson 5,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",BART,"So, you've got a lot going on in your life.",Layperson 7,No,Yes,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Expert 5,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Expert 6,No,,,,Yes,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Expert 7,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Layperson 4,No,Yes,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Layperson 5,No,Yes,,,Yes,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,And-and you're wondering whether it's time to start looking for a new way to deal with that.,Layperson 7,Yes,,,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Expert 5,No,,,Yes,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Expert 6,No,,Yes,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Expert 7,No,,,,Yes,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Layperson 4,No,,,Yes,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Layperson 5,No,,Yes,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"It's really really, really deep and it's difficult to talk about that in a negative way because we've got to-because it's not like there are some bizarre experiences that that just don't fit in.",Layperson 7,No,,,Yes,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"So-so, so when you-when you have things that are really big, like your-your family, or-or work, you have to-that's really important for you.",Expert 5,No,,Yes,Yes,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"So-so, so when you-when you have things that are really big, like your-your family, or-or work, you have to-that's really important for you.",Expert 6,No,,Yes,,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"So-so, so when you-when you have things that are really big, like your-your family, or-or work, you have to-that's really important for you.",Expert 7,No,,,Yes,,
36,GPT-2 stage,"[{""client"": ""Mm.""}, {""therapist"": ""- and quite happy, that somehow your symptoms seemed less.""}, {""client"": ""Mm.""}, {""therapist"": ""And, uh, when your husband's away, which is something you don't like very much, sometimes, somehow, your symptoms then will seem greater. So, I guess what I'm wondering, Barbara, is if there might be some kind of a link with you between how you're feeling in your mind, and what's going on in your life, and-and how much your symptoms trouble you. Do you think that's a possibility?""}, {""client"": ""Well, I can't see that my mind can be causing this amount of pain.""}, {""therapist"": ""Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-""}, {""client"": ""No.""}, {""therapist"": ""- I guess I'm wondering whether now it would be a good idea to try a different approach to your problems.""}, {""client"": ""What-what sort of approach?""}, {""therapist"": ""Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.""}, {""client"": ""Mm.""}]",GPT-2,"So-so, so when you-when you have things that are really big, like your-your family, or-or work, you have to-that's really important for you.",Layperson 4,No,,Yes,,Yes,
